suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,name,queue_state,acct_state,exit_code,elapsed,node,nodes,reason,runtime
swe,2113154,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:09:13,lyris0278,,,
swe,2113156,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:12:41,lyris0281,,,
swe,2113131,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,01:19:12,lyris0273,,,
swe,2113132,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:54:57,lyris0274,,,
swe,2113136,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:35:27,lyris0275,,,
swe,2113138,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:17:28,lyris0233,,,
swe,2113139,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:13:12,lyris0234,,,
swe,2113112,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,00:23:29,lyris0082,,,
swe,2113116,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,00:35:17,lyris0083,,,
swe,2113117,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,00:40:52,lyris0084,,,
swe,2113118,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,00:44:56,lyris0085,,,
swe,2113120,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,01:10:06,lyris0086,,,
swe,2113100,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k8,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,00:27:21,lyris0016,,,
swe,2113101,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k8,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,00:40:29,lyris0073,,,
swe,2113103,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k8,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,00:45:35,lyris0074,,,
swe,2113104,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k8,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,01:12:54,lyris0075,,,
swe,2113105,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_suffix_k8_k16_20260613_jobs.csv,full_osl32k_qwen235b_suffix_k8,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,01:14:33,lyris0076,,,
swe,2113204,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,01:08:42,lyris0096,,,
swe,2113205,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:08:08,lyris0097,,,
swe,2113207,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:19:13,lyris0098,,,
swe,2113209,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,01:23:27,lyris0099,,,
swe,2113210,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,01:22:18,lyris0100,,,
swe,2113191,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,00:58:48,lyris0156,,,
swe,2113192,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,00:59:40,lyris0157,,,
swe,2113193,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:13:44,lyris0158,,,
swe,2113194,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,01:18:05,lyris0159,,,
swe,2113196,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,01:19:55,lyris0160,,,
swe,2113175,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:29:11,lyris0146,,,
