checked_at,job_id,method_detail,state,live_generation_tok_s,live_generation_samples,live_speedup_vs_baseline,live_mean_acceptance_length,live_accepted_tok_s,live_drafted_tok_s,live_draft_acceptance_pct,live_spec_samples,latest_generation_line,latest_spec_line,logs_dir
2026-06-13T07:35:02+02:00,3288488,pard_k5,RUNNING,25.32,5,2.986,5.61,20.80,22.55,92.24,5,"INFO 06-12 22:34:56 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 17.0%","INFO 06-12 22:34:56 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 5.76, Accepted throughput: 21.40 tokens/s, Drafted throughput: 22.50 tokens/s, Accepted: 214 tokens, Drafted: 225 tokens, Per-position acceptance rate: 1.000, 1.000, 0.956, 0.933, 0.867, Avg Draft acceptance rate: 95.1%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260613_oci_math
2026-06-13T07:35:04+02:00,3288490,official_pard2_k1,RUNNING,5.84,5,0.689,1.07,0.38,5.46,6.92,5,"INFO 06-12 22:34:56 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.1%, Prefix cache hit rate: 43.6%","INFO 06-12 22:34:56 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.02, Accepted throughput: 0.10 tokens/s, Drafted throughput: 5.42 tokens/s, Accepted: 1 tokens, Drafted: 55 tokens, Per-position acceptance rate: 0.018, Avg Draft acceptance rate: 1.8%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k1_20260613_oci_math
2026-06-13T07:35:05+02:00,3288491,eagle3_k3,RUNNING,22.96,5,2.708,3.15,15.68,21.85,71.80,5,"INFO 06-12 22:34:57 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 22.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 11.3%","INFO 06-12 22:34:57 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.18, Accepted throughput: 15.39 tokens/s, Drafted throughput: 21.15 tokens/s, Accepted: 155 tokens, Drafted: 213 tokens, Per-position acceptance rate: 0.944, 0.803, 0.437, Avg Draft acceptance rate: 72.8%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260613_oci_math
2026-06-13T07:35:06+02:00,3288594,suffix_k32,RUNNING,193.22,5,22.785,12.12,177.28,189.33,93.66,5,"INFO 06-12 22:34:57 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 194.5 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.7%, Prefix cache hit rate: 59.3%","INFO 06-12 22:34:57 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 12.10, Accepted throughput: 178.44 tokens/s, Drafted throughput: 190.95 tokens/s, Accepted: 1798 tokens, Drafted: 1924 tokens, Per-position acceptance rate: 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.870, 0.870, 0.870, 0.870, 0.870, 0.747, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 93.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math_suffix_py312_retry1
2026-06-13T07:35:08+02:00,3288918,pard_k9,RUNNING,16.16,5,1.906,2.79,10.36,52.16,19.86,5,"INFO 06-12 22:35:05 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 15.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.4%, Prefix cache hit rate: 43.6%","INFO 06-12 22:35:05 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.72, Accepted throughput: 9.91 tokens/s, Drafted throughput: 51.74 tokens/s, Accepted: 100 tokens, Drafted: 522 tokens, Per-position acceptance rate: 0.741, 0.724, 0.259, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 19.2%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:35:09+02:00,3288922,official_pard2_k9,RUNNING,6.86,5,0.809,1.05,0.32,58.95,0.54,5,"INFO 06-12 22:35:03 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%","INFO 06-12 22:35:03 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.04, Accepted throughput: 0.30 tokens/s, Drafted throughput: 59.70 tokens/s, Accepted: 3 tokens, Drafted: 603 tokens, Per-position acceptance rate: 0.045, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:35:11+02:00,3288926,eagle3_k9,RUNNING,19.62,5,2.314,2.87,12.79,61.38,20.86,5,"INFO 06-12 22:35:05 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 19.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.0%, Prefix cache hit rate: 0.0%","INFO 06-12 22:35:05 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.84, Accepted throughput: 12.62 tokens/s, Drafted throughput: 61.73 tokens/s, Accepted: 127 tokens, Drafted: 621 tokens, Per-position acceptance rate: 0.870, 0.609, 0.304, 0.058, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 20.5%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:35:12+02:00,3288919,pard_k11,RUNNING,18.60,5,2.193,3.01,12.42,67.94,18.28,5,"INFO 06-12 22:35:06 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 17.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.2%, Prefix cache hit rate: 43.6%","INFO 06-12 22:35:06 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.90, Accepted throughput: 11.65 tokens/s, Drafted throughput: 67.33 tokens/s, Accepted: 118 tokens, Drafted: 682 tokens, Per-position acceptance rate: 0.790, 0.645, 0.403, 0.065, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 17.3%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:35:13+02:00,3288921,official_pard2_k11,RUNNING,7.02,5,0.828,1.04,0.32,73.71,0.42,5,"INFO 06-12 22:35:06 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%","INFO 06-12 22:35:06 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.04, Accepted throughput: 0.30 tokens/s, Drafted throughput: 73.99 tokens/s, Accepted: 3 tokens, Drafted: 748 tokens, Per-position acceptance rate: 0.044, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:35:15+02:00,3288927,eagle3_k11,RUNNING,17.80,5,2.099,2.87,11.61,68.11,17.04,5,"INFO 06-12 22:35:10 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 18.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 0.0%","INFO 06-12 22:35:10 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.87, Accepted throughput: 11.73 tokens/s, Drafted throughput: 68.88 tokens/s, Accepted: 118 tokens, Drafted: 693 tokens, Per-position acceptance rate: 0.873, 0.619, 0.381, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 17.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:40:19+02:00,3288484,baseline,RUNNING,8.20,5,1.000,,,,,0,"INFO 06-12 22:40:19 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 8.2 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.6%, Prefix cache hit rate: 43.6%",,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_baseline_offset0_n4_isl4096_osl32768_bs1_2_k0_20260613_oci_math
2026-06-13T07:40:20+02:00,3288487,suffix_k32,FAILED,,0,,,,,,0,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math
2026-06-13T07:40:21+02:00,3288488,pard_k5,RUNNING,19.20,5,2.341,4.34,14.77,22.10,66.84,5,"INFO 06-12 22:40:19 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 19.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.9%, Prefix cache hit rate: 17.0%","INFO 06-12 22:40:19 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 4.40, Accepted throughput: 15.05 tokens/s, Drafted throughput: 22.13 tokens/s, Accepted: 153 tokens, Drafted: 225 tokens, Per-position acceptance rate: 0.956, 0.933, 0.733, 0.511, 0.267, Avg Draft acceptance rate: 68.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260613_oci_math
2026-06-13T07:40:24+02:00,3288490,official_pard2_k1,RUNNING,5.74,5,0.700,1.04,0.24,5.49,4.36,5,"INFO 06-12 22:40:19 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.2%, Prefix cache hit rate: 43.6%","INFO 06-12 22:40:19 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.04, Accepted throughput: 0.20 tokens/s, Drafted throughput: 5.49 tokens/s, Accepted: 2 tokens, Drafted: 55 tokens, Per-position acceptance rate: 0.036, Avg Draft acceptance rate: 3.6%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k1_20260613_oci_math
2026-06-13T07:40:26+02:00,3288491,eagle3_k3,RUNNING,22.54,5,2.749,3.12,15.31,21.69,70.58,5,"INFO 06-12 22:40:19 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 22.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 11.3%","INFO 06-12 22:40:19 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.14, Accepted throughput: 15.45 tokens/s, Drafted throughput: 21.69 tokens/s, Accepted: 156 tokens, Drafted: 219 tokens, Per-position acceptance rate: 0.945, 0.767, 0.425, Avg Draft acceptance rate: 71.2%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260613_oci_math
2026-06-13T07:40:28+02:00,3288594,suffix_k32,COMPLETED,88.70,5,10.817,11.25,80.82,92.64,87.22,5,"INFO 06-12 22:38:08 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 87.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 59.3%","INFO 06-12 22:38:08 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 11.22, Accepted throughput: 79.50 tokens/s, Drafted throughput: 91.47 tokens/s, Accepted: 797 tokens, Drafted: 917 tokens, Per-position acceptance rate: 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.744, 0.744, 0.744, 0.744, 0.744, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 86.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math_suffix_py312_retry1
2026-06-13T07:40:30+02:00,3288918,pard_k9,RUNNING,16.54,5,2.017,2.43,9.75,61.22,15.90,5,"INFO 06-12 22:40:27 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 16.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 21.1%","INFO 06-12 22:40:27 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.43, Accepted throughput: 9.81 tokens/s, Drafted throughput: 61.53 tokens/s, Accepted: 99 tokens, Drafted: 621 tokens, Per-position acceptance rate: 0.565, 0.304, 0.217, 0.174, 0.072, 0.043, 0.029, 0.014, 0.014, Avg Draft acceptance rate: 15.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:40:31+02:00,3288922,official_pard2_k9,RUNNING,6.48,5,0.790,1.00,0.00,58.14,0.00,5,"INFO 06-12 22:40:25 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.3%, Prefix cache hit rate: 0.0%","INFO 06-12 22:40:25 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.00, Accepted throughput: 0.00 tokens/s, Drafted throughput: 58.21 tokens/s, Accepted: 0 tokens, Drafted: 585 tokens, Per-position acceptance rate: 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:40:32+02:00,3288926,eagle3_k9,RUNNING,19.22,5,2.344,2.88,12.54,60.19,20.82,5,"INFO 06-12 22:40:27 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 18.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.3%, Prefix cache hit rate: 0.0%","INFO 06-12 22:40:27 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.84, Accepted throughput: 12.26 tokens/s, Drafted throughput: 60.12 tokens/s, Accepted: 123 tokens, Drafted: 603 tokens, Per-position acceptance rate: 0.866, 0.612, 0.239, 0.119, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 20.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260613_oci_math_drafter_k9
2026-06-13T07:40:34+02:00,3288919,pard_k11,RUNNING,22.16,5,2.702,3.47,15.77,70.34,22.40,5,"INFO 06-12 22:40:30 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 22.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 21.1%","INFO 06-12 22:40:30 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.52, Accepted throughput: 16.20 tokens/s, Drafted throughput: 70.62 tokens/s, Accepted: 164 tokens, Drafted: 715 tokens, Per-position acceptance rate: 0.662, 0.554, 0.385, 0.323, 0.246, 0.154, 0.077, 0.062, 0.031, 0.015, 0.015, Avg Draft acceptance rate: 22.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:40:35+02:00,3288921,official_pard2_k11,RUNNING,6.70,5,0.817,1.00,0.00,73.67,0.00,5,"INFO 06-12 22:40:29 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.3%, Prefix cache hit rate: 0.0%","INFO 06-12 22:40:29 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.00, Accepted throughput: 0.00 tokens/s, Drafted throughput: 73.55 tokens/s, Accepted: 0 tokens, Drafted: 737 tokens, Per-position acceptance rate: 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 0.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:40:37+02:00,3288927,eagle3_k11,RUNNING,18.02,5,2.198,2.87,11.75,69.09,17.00,5,"INFO 06-12 22:40:32 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 17.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 0.0%","INFO 06-12 22:40:32 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 2.86, Accepted throughput: 11.66 tokens/s, Drafted throughput: 69.04 tokens/s, Accepted: 117 tokens, Drafted: 693 tokens, Per-position acceptance rate: 0.873, 0.619, 0.302, 0.063, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 16.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260613_oci_math_drafter_k11
2026-06-13T07:47:02+02:00,3288484,baseline,RUNNING,8.30,5,1.000,,,,,0,"INFO 06-12 22:47:01 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 8.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 43.6%",,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_baseline_offset0_n4_isl4096_osl32768_bs1_2_k0_20260613_oci_math
2026-06-13T07:47:03+02:00,3288487,suffix_k32,FAILED,,0,,,,,,0,,,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math
2026-06-13T07:47:05+02:00,3288488,pard_k5,RUNNING,14.88,5,1.793,3.31,10.38,22.43,46.28,5,"INFO 06-12 22:47:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 14.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.4%, Prefix cache hit rate: 17.0%","INFO 06-12 22:47:02 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.20, Accepted throughput: 9.87 tokens/s, Drafted throughput: 22.44 tokens/s, Accepted: 99 tokens, Drafted: 225 tokens, Per-position acceptance rate: 0.911, 0.711, 0.244, 0.200, 0.133, Avg Draft acceptance rate: 44.0%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260613_oci_math
2026-06-13T07:47:06+02:00,3288490,official_pard2_k1,RUNNING,7.06,5,0.851,1.04,0.28,6.76,4.10,5,"INFO 06-12 22:47:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 43.6%","INFO 06-12 22:47:02 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 1.04, Accepted throughput: 0.30 tokens/s, Drafted throughput: 6.78 tokens/s, Accepted: 3 tokens, Drafted: 68 tokens, Per-position acceptance rate: 0.044, Avg Draft acceptance rate: 4.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_pard2_offset0_n4_isl4096_osl32768_bs1_2_k1_20260613_oci_math
2026-06-13T07:47:07+02:00,3288491,eagle3_k3,RUNNING,24.84,5,2.993,3.25,17.22,22.88,75.28,5,"INFO 06-12 22:47:03 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.5 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 10.5%","INFO 06-12 22:47:03 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 3.35, Accepted throughput: 17.92 tokens/s, Drafted throughput: 22.87 tokens/s, Accepted: 181 tokens, Drafted: 231 tokens, Per-position acceptance rate: 1.000, 0.844, 0.506, Avg Draft acceptance rate: 78.4%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260613_oci_math
2026-06-13T07:47:09+02:00,3288594,suffix_k32,COMPLETED,88.70,5,10.687,11.25,80.82,92.64,87.22,5,"INFO 06-12 22:38:08 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 87.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.5%, Prefix cache hit rate: 59.3%","INFO 06-12 22:38:08 [metrics.py:101] SpecDecoding metrics: Mean acceptance length: 11.22, Accepted throughput: 79.50 tokens/s, Drafted throughput: 91.47 tokens/s, Accepted: 797 tokens, Drafted: 917 tokens, Per-position acceptance rate: 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.744, 0.744, 0.744, 0.744, 0.744, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, Avg Draft acceptance rate: 86.9%",/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qwen235b_a22b_math500_osl32k_oci_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_20260613_oci_math_suffix_py312_retry1
