suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,latest_error,tail_status
swe,2124101,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k11,0.0,6.7,1,0,2.1,50.8,1.8,1.20,1.09,61.28,,ok
swe,2124102,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k11,0.0,5.8,1,0,2.3,51.4,0.0,1.00,0.00,64.14,,ok
swe,2124103,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k11,0.0,5.4,1,0,3.1,51.4,0.2,1.02,0.10,58.80,,ok
swe,2124083,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9,0.0,31.9,1,0,2.1,50.3,51.3,5.61,26.21,51.12,,ok
swe,2124086,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9,0.0,9.0,1,0,2.3,50.6,8.0,1.72,3.75,47.09,,ok
swe,2124087,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9,0.0,6.5,1,0,2.1,50.8,1.1,1.10,0.60,52.90,,ok
swe,2124088,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9,0.0,11.3,2,0,4.8,51.4,1.1,1.10,0.99,92.89,,ok
swe,2124089,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9,0.0,5.2,1,0,3.2,51.4,0.2,1.02,0.10,45.98,,ok
swe,2124071,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16,0.0,9.4,1,0,1.3,50.3,18.7,1.34,2.00,10.70,,ok
swe,2124072,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16,0.0,13.4,1,0,1.3,50.6,31.3,1.87,6.09,19.46,,ok
swe,2124073,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16,0.0,10.8,1,0,1.5,50.8,28.8,1.65,3.96,13.77,,ok
swe,2124074,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16,0.0,17.7,1,0,1.4,51.4,41.8,2.46,10.38,24.86,,ok
swe,2124075,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16,0.0,11.5,1,0,2.0,51.4,24.2,1.74,4.74,19.56,,ok
swe,2124061,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8,0.0,65.4,1,0,1.3,50.3,100.0,9.00,58.10,58.10,,ok
swe,2124062,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8,0.0,22.2,1,0,1.5,50.6,51.1,3.38,15.56,30.42,,ok
swe,2124063,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8,0.0,9.9,1,0,1.3,50.8,19.9,1.40,2.68,13.49,,ok
swe,2124064,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8,0.0,29.6,3,0,4.3,51.4,23.8,1.48,8.53,35.89,,ok
swe,2124065,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8,0.0,8.4,1,0,1.8,51.4,12.4,1.17,1.19,9.64,,ok
swe,2124219,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_baseline_offset0_n2_isl4096_osl32768_bs2_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_baseline_offset0_n2_isl4096_osl32768_bs2_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline,0.0,16.5,2,0,2.7,50.2,,,,,,ok
swe,2124220,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline,0.0,33.6,4,0,5.4,50.7,,,,,,ok
swe,2124221,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline,0.0,64.3,8,0,10.8,50.8,,,,,,ok
swe,2124222,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline,0.0,131.7,16,0,23.2,51.2,,,,,,ok
swe,2124223,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline,0.0,260.5,32,0,58.6,51.5,,,,,,ok
swe,2124137,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,0.0,10.7,1,0,1.4,1.3,5.1,1.57,3.88,75.51,,ok
swe,2124138,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,0.0,82.4,1,0,1.4,48.9,100.0,12.00,75.52,75.52,,ok
swe,2124139,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,0.0,12.4,1,0,1.4,49.4,7.5,1.82,5.60,74.79,,ok
swe,2124140,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,0.0,16.9,1,0,1.5,49.6,13.2,2.45,9.98,75.72,,ok
swe,2124141,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,0.0,10.9,1,0,2.3,49.5,6.3,1.69,4.47,70.95,,ok
swe,2124127,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,0.0,16.4,1,0,1.4,48.3,15.2,2.37,9.48,62.19,,ok
swe,2124128,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,0.0,7.8,1,0,1.4,1.5,1.4,1.13,0.90,61.93,,ok
swe,2124129,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,0.0,9.4,1,0,1.4,49.4,4.0,1.36,2.48,62.52,,ok
swe,2124130,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,0.0,7.1,1,0,1.6,49.6,0.5,1.04,0.30,61.41,,ok
