job_id,label,model,mode,method,state,exit_code,elapsed,nodes,nodelist,job_name,max_steps,max_osl
2153069,qwen235b_sync_baseline_osl1024_repro,Qwen3-235B-A22B,sync,baseline_osl1024_repro,FAILED,1:0,00:09:17,32,"lyris[0253-0268,0271-0286]",online-qwen235b-perfcfg-sync-baseline-step3-osl1024-repro-after2152682-N32xG4,3,1024
2153775,qwen235b_sync_baseline_osl1024_repro,Qwen3-235B-A22B,sync,baseline_osl1024_repro,PENDING,0:0,0:00,32,(Resources),online-qwen235b-perfcfg-sync-baseline-step3-osl1024-temp1.0-N32xG4,3,1024
2153816,qwen235b_sync_baseline_osl1024_repro,Qwen3-235B-A22B,sync,baseline_osl1024_repro,PENDING,0:0,0:00,32,(Priority),online-qwen235b-perfcfg-sync-baseline-step1-osl1024-temp1.0-N32xG4,1,1024
2153824,qwen235b_sync_baseline_osl1024_repro,Qwen3-235B-A22B,sync,baseline_osl1024_repro,PENDING,0:0,0:00,32,"(Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)",online-qwen235b-perfcfg-sync-baseline-step1-osl1024-backfill-N32xG4,1,1024
2154472,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-baseline-step20-osl8192-temp1.0-N32xG4,20,8192
2154473,qwen235b_sync_pard,Qwen3-235B-A22B,sync,PARD,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-pard-step20-osl8192-temp1.0-N32xG4,20,8192
2154474,qwen235b_sync_pard2,Qwen3-235B-A22B,sync,PARD-2,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-pard2-step20-osl8192-temp1.0-N32xG4,20,8192
2154475,qwen235b_sync_eagle3,Qwen3-235B-A22B,sync,Eagle-3,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-eagle3-step20-osl8192-temp1.0-N32xG4,20,8192
2154476,qwen235b_sync_suffix,Qwen3-235B-A22B,sync,Suffix,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-suffix-step20-osl8192-temp1.0-N32xG4,20,8192
2154477,qwen235b_async_baseline,Qwen3-235B-A22B,async-1off,baseline,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-baseline-step20-osl8192-temp1.0-N32xG4,20,8192
2154478,qwen235b_async_pard,Qwen3-235B-A22B,async-1off,PARD,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-pard-step20-osl8192-temp1.0-N32xG4,20,8192
2154479,qwen235b_async_pard2,Qwen3-235B-A22B,async-1off,PARD-2,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-pard2-step20-osl8192-temp1.0-N32xG4,20,8192
2154480,qwen235b_async_eagle3,Qwen3-235B-A22B,async-1off,Eagle-3,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-eagle3-step20-osl8192-temp1.0-N32xG4,20,8192
2154481,qwen235b_async_suffix,Qwen3-235B-A22B,async-1off,Suffix,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-suffix-step20-osl8192-temp1.0-N32xG4,20,8192
2154865,qwen235b_sync_baseline_osl1024_fallback,Qwen3-235B-A22B,sync,baseline OSL1024 fallback,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-baseline-step3-osl1024-temp1.0-N32xG4,3,1024
2154866,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-baseline-step20-osl8192-temp1.0-N32xG4,20,8192
2154867,qwen235b_sync_pard,Qwen3-235B-A22B,sync,PARD,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-pard-step20-osl8192-temp1.0-N32xG4,20,8192
2154868,qwen235b_sync_pard2,Qwen3-235B-A22B,sync,PARD-2,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-pard2-step20-osl8192-temp1.0-N32xG4,20,8192
2154869,qwen235b_sync_eagle3,Qwen3-235B-A22B,sync,Eagle-3,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-eagle3-step20-osl8192-temp1.0-N32xG4,20,8192
2154870,qwen235b_sync_suffix,Qwen3-235B-A22B,sync,Suffix,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-sync-suffix-step20-osl8192-temp1.0-N32xG4,20,8192
2154871,qwen235b_async_baseline,Qwen3-235B-A22B,async-1off,baseline,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-baseline-step20-osl8192-temp1.0-N32xG4,20,8192
2154872,qwen235b_async_pard,Qwen3-235B-A22B,async-1off,PARD,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-pard-step20-osl8192-temp1.0-N32xG4,20,8192
2154873,qwen235b_async_pard2,Qwen3-235B-A22B,async-1off,PARD-2,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-pard2-step20-osl8192-temp1.0-N32xG4,20,8192
2154874,qwen235b_async_eagle3,Qwen3-235B-A22B,async-1off,Eagle-3,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-eagle3-step20-osl8192-temp1.0-N32xG4,20,8192
2154875,qwen235b_async_suffix,Qwen3-235B-A22B,async-1off,Suffix,PENDING,,0:00,32,(Dependency),online-qwen235b-perfcfg-async1off-suffix-step20-osl8192-temp1.0-N32xG4,20,8192
