suite,job_id,dataset,temperature,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,name,queue_state,acct_state,exit_code,elapsed,node,nodes,reason,runtime
swe,2135726,unknown,0.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,unknown_osl32k_qwen32_t00_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,,FAILED,1:0,00:00:32,lyris0244,,,
swe,2135970,unknown,0.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,unknown_osl32k_qwen235b_t00_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01,,COMPLETED,0:0,03:51:03,lyris0079,,,
swe,2135971,unknown,0.0,qwen32,eagle3,eagle3_k3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_eagle_missing_jobs.csv,unknown_osl32k_qwen32_t00_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01,,COMPLETED,0:0,01:53:30,lyris0001,,,
swe,2136602,unknown,1.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs1_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs1_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_eagle3_t10_bs1_jobs.csv,unknown_osl32k_qwen235b_t10_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01,,COMPLETED,0:0,03:27:18,lyris0060,,,
swe,2136603,unknown,1.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs2_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs2_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs2_k3_20260616_swe_temp01_core_home_mount_qwen235b_eagle3_t10_bs2_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_eagle3_t10_bs2_jobs.csv,unknown_osl32k_qwen235b_t10_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01,,COMPLETED,0:0,02:20:39,lyris0061,,,
swe,2138633,unknown,0.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t00_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_bs1_n1,,COMPLETED,0:0,00:51:39,lyris0244,,,
swe,2138636,unknown,1.0,qwen235b,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n1_isl4096_osl32768_bs1_k3_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t10_eagle3_k3,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_bs1_n1,,COMPLETED,0:0,01:17:27,lyris0250,,,
swe,2133874,unknown,0.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen235b_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01,,FAILED,1:0,00:00:47,lyris0251,,,
swe,2133878,unknown,0.0,qwen32,suffix,suffix_k32,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen32_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,,FAILED,2:0,00:00:46,lyris0015,,,
swe,2133881,unknown,0.0,qwen30ba3b,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t00,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen30ba3b_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,,FAILED,2:0,00:00:46,lyris0018,,,
swe,2133884,unknown,1.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen235b_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01,,FAILED,0:53,00:00:17,lyris0269,,,
swe,2133888,unknown,1.0,qwen32,suffix,suffix_k32,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen32_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,,FAILED,0:53,00:00:17,lyris0162,,,
swe,2133891,unknown,1.0,qwen30ba3b,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t10,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,unknown_osl32k_qwen30ba3b_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,,FAILED,0:53,00:00:17,lyris0089,,,
swe,2133931,unknown,0.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,unknown_osl32k_qwen235b_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01,,COMPLETED,0:0,01:30:48,lyris0287,,,
swe,2133932,unknown,0.0,qwen32,suffix,suffix_k32,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,unknown_osl32k_qwen32_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,,COMPLETED,0:0,00:44:38,lyris0288,,,
swe,2133933,unknown,0.0,qwen30ba3b,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t00_suffix_jobs.csv,unknown_osl32k_qwen30ba3b_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,,COMPLETED,0:0,00:28:01,lyris0161,,,
swe,2133936,unknown,1.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen235b_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01,,COMPLETED,0:0,04:33:37,lyris0108,,,
swe,2133939,unknown,1.0,qwen32,suffix,suffix_k32,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen32_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01,,COMPLETED,0:0,01:58:10,lyris0071,,,
swe,2133942,unknown,1.0,qwen30ba3b,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen30ba3b_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_retry_t10_all_jobs.csv,unknown_osl32k_qwen30ba3b_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01,,COMPLETED,0:0,00:51:54,lyris0237,,,
swe,2138639,unknown,0.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t00/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t00_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_bs1_n1,,COMPLETED,0:0,00:29:22,lyris0073,,,
swe,2138640,unknown,1.0,qwen235b,suffix,suffix_k32,Qwen/Qwen3-235B-A22B,0,1,4096,32768,1,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10,/home/sna/vllm-runs/swe_temp01_core_20260616_home_retry/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10/breakdown.json,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_home_mount_qwen235b_bs1_n1_jobs.csv,unknown_osl32k_qwen235b_t10_suffix_k32,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_bs1_n1,,COMPLETED,0:0,00:54:10,lyris0084,,,
