domain,model,temperature,top_p,batch_size,isl,osl,method,job_id,state,tok_s_gpu,baseline_tok_s_gpu,speedup,acceptance_pct,mean_accept_len,basis,source,source_label,source_priority,logs_dir,valid_result
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,eagle3_k8,3460260.0,COMPLETED,468.6981,,,35.7338,2.8587,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,eagle3_k8,3460261.0,COMPLETED,745.7822,,,36.035,2.8828,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,eagle3_k8,3460265.0,COMPLETED,1105.7518,,,33.7542,2.7003,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k1,3457985.0,COMPLETED,15.1104,36.792504897728755,0.4106923418778367,0.1436,0.0014,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard2_k1,3457986.0,COMPLETED,31.3007,73.79091781954455,0.4241809280180761,0.2447,0.0024,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard2_k1,3457987.0,COMPLETED,61.5194,,,1.2046,0.012,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard2_k1,3457988.0,COMPLETED,120.4206,,,1.2444,0.0124,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard2_k1,3457989.0,COMPLETED,223.8377,,,0.6041,0.006,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard2_k1,3457990.0,COMPLETED,255.4516,,,1.116,0.0112,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k1_repooffline_20260620,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k11,3457568.0,COMPLETED,15.3978,36.792504897728755,0.4185037154388073,0.0108,0.0012,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard2_k11,3457569.0,COMPLETED,30.2116,73.79091781954455,0.4094216590974294,0.0463,0.0051,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard2_k11,3457591.0,COMPLETED,60.1389,,,0.0546,0.006,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard2_k11,3457592.0,COMPLETED,111.3562,,,0.113,0.0124,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard2_k11,3457593.0,COMPLETED,199.4272,,,0.164,0.018,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard2_k11,3457594.0,COMPLETED,215.1625,,,0.1055,0.0116,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k11_20260620_qmath_pard2_ksweep_qwen8_k11,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k16,3460401.0,COMPLETED,15.6875,36.792504897728755,0.4263776017318247,0.0074,0.0012,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard2_k16,3460402.0,COMPLETED,30.141,73.79091781954455,0.4084649017879099,0.032,0.0051,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard2_k16,3460403.0,COMPLETED,58.7047,,,0.0372,0.006,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard2_k16,3460404.0,COMPLETED,109.0906,,,0.0476,0.0076,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard2_k16,3460405.0,COMPLETED,179.5415,,,0.049,0.0078,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard2_k16,3460406.0,COMPLETED,183.6793,,,0.0725,0.0116,final breakdown,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k3,,COMPLETED,15.994343175598347,36.792504897728755,0.4347174300868462,0.0716177193961683,1.002148531581885,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_math500_osl32k_pard2_official_k3_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen8_math500_osl32k_pard2_official_k3_20260612,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard2_k3,3457472.0,COMPLETED,29.6781,73.79091781954455,0.4021917720630295,0.102,0.0031,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k3_20260620_qmath_pard2_ksweep_qwen8_k3,True
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard2_k3,3457485.0,COMPLETED,62.0763,,,0.369,0.0111,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k3_20260620_qmath_pard2_ksweep_qwen8_k3,True
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard2_k3,3457501.0,COMPLETED,117.5802,,,0.254,0.0076,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k3_20260620_qmath_pard2_ksweep_qwen8_k3,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard2_k3,3457514.0,COMPLETED,229.3134,,,0.206,0.0062,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k3_20260620_qmath_pard2_ksweep_qwen8_k3,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard2_k3,3457522.0,COMPLETED,250.437,,,0.3834,0.0115,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260620_qmath_pard2_ksweep_qwen8_k3,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k5,,COMPLETED,16.103276017934512,36.792504897728755,0.4376781646886071,0.042970631637701,1.002148531581885,legacy final breakdown,remote:/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_math500_osl32k_pard2_official_k5_20260612/breakdown.json,Lyris legacy breakdowns refreshed 2026-06-25,40,/tmp/qwen_legacy_breakdowns/root/vllm-runs/qwen8_math500_osl32k_pard2_official_k5_20260612,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard2_k9,3457550.0,COMPLETED,16.3674,36.792504897728755,0.4448569089138146,0.0132,0.0012,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard2_k9,3457551.0,COMPLETED,30.6985,73.79091781954455,0.4160200321003335,0.0569,0.0051,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard2_k9,3457552.0,COMPLETED,59.7803,,,0.1602,0.0144,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard2_k9,3457553.0,COMPLETED,116.5737,,,0.0843,0.0076,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard2_k9,3457554.0,COMPLETED,217.7339,,,0.0956,0.0086,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard2_k9,3457555.0,COMPLETED,221.1975,,,0.129,0.0116,final breakdown,docs/oci_qmath_pard2_k_sweep_live_log_metrics_20260620.csv,"OCI Math PARD-2 K sweep, refreshed 2026-06-21",10,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k9_20260620_qmath_pard2_ksweep_qwen8_k9,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard_k16,3460353.0,FAILED,,36.792504897728755,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard_k16,3460355.0,FAILED,,73.79091781954455,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,4,4096.0,32768.0,pard_k16,3460357.0,FAILED,,,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,8,4096.0,32768.0,pard_k16,3460359.0,FAILED,,,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,16,4096.0,32768.0,pard_k16,3460360.0,FAILED,,,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,32,4096.0,32768.0,pard_k16,3460361.0,FAILED,,,,,,live log,docs/oci_qmath_extra_k_live_log_metrics_20260620.csv,"OCI Math extra-K sweep, refreshed 2026-06-21",20,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard_k16,False
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard_k3,2139656.0,COMPLETED,38.189953469696626,36.792504897728755,1.0265349083972708,50.69428417570583,2.520828525271175,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,55,/project/coreai_dlalgo_llm/sna/vllm-runs/math_temp01_core_20260616_project_publicpard/qwen8_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp01_project_qwen8_t00_publicpard_k3/breakdown.json,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard_k3,,COMPLETED,78.84784161043507,73.79091781954455,0.9375445744276312,66.76594802239177,3.002978440671753,local OCI-HSG Qwen8 PARD-1 temp0/temp1 final breakdown,docs/oci_hsg_qwen8_pard1_standalone_temp01_20260616_r4_noprof_metrics.csv,OCI-HSG Qwen8 PARD-1 temp0/temp1 r4 no-profiler 2026-06-16,50,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r4_noprof/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616_r4_noprof/pard_k3/breakdown.json,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,pard_k5,2139657.0,COMPLETED,40.44638523554702,36.792504897728755,1.0871871419198882,34.521442535668236,2.7260721267834116,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,55,/project/coreai_dlalgo_llm/sna/vllm-runs/math_temp01_core_20260616_project_publicpard/qwen8_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260616_math_temp01_project_qwen8_t00_publicpard_k5/breakdown.json,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,pard_k5,,COMPLETED,90.0875844808464,73.79091781954455,1.0711913519536398,48.75780307401773,3.4378901537008866,local OCI-HSG Qwen8 PARD-1 temp0/temp1 final breakdown,docs/oci_hsg_qwen8_pard1_standalone_temp01_20260616_r4_noprof_metrics.csv,OCI-HSG Qwen8 PARD-1 temp0/temp1 r4 no-profiler 2026-06-16,50,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r4_noprof/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616_r4_noprof/pard_k5/breakdown.json,True
Math,Qwen3-8B,0.0,1.0,1,4096.0,32768.0,suffix_k32,2136608.0,COMPLETED,216.2685323603561,36.792504897728755,5.813235625749348,84.51370720054602,6.875678810565719,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,55,/home/sna/vllm-runs/math_temp01_core_20260616_home_mount/qwen8_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp0_core_home_mount_qwen8/breakdown.json,True
Math,Qwen3-8B,0.0,1.0,2,4096.0,32768.0,suffix_k32,2136608.0,COMPLETED,409.4350444563749,73.79091781954455,5.505886660257042,87.38069434582756,9.310420813193062,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,Lyris Math500 temp0/temp1 home-mount retry 2026-06-16,55,/home/sna/vllm-runs/math_temp01_core_20260616_home_mount/qwen8_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp0_core_home_mount_qwen8/breakdown.json,True
