job_id,dataset,model_group,label,method,method_detail,model,prompt_count,isl,osl,batch_sizes,log_path,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,completed_batch_rows,last_completed_bs,last_completed_out_tok_s_gpu,last_completed_latency_s,last_completed_coverage_pct,latest_error,tail_status
2109263,full,qwen8,full_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k3_20260612/slurm-2109263.out,0.0,31.4,1,0,4.8,1.3,30.9,1.93,15.09,48.86,1,8,391.26,669.996,0.0,,ok
2109286,full,qwen8,full_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260612/slurm-2109286.out,0.0,39.1,1,0,8.5,2.1,46.6,2.40,22.80,48.90,1,16,717.60,730.615,0.0,,ok
2109295,full,qwen8,full_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612/slurm-2109295.out,,,,,,,,,,,0,,,,,srun: error: lyris0031: task 0: Exited with exit code 1,ok
2109387,full,qwen8,full_osl32k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612_lowmbt/slurm-2109387.out,0.0,359.1,9,0,33.4,2.2,43.1,2.29,202.55,470.12,0,,,,,,ok
2102323,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_lyris_pard2_offset0_n4_isl4096_osl32768_bs1_2_k5_20260611/slurm-2102323.out,0.0,9.8,1,0,6.1,71.7,0.2,1.01,0.10,48.63,1,2,33.52,3909.910,0.0,,ok
2109245,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k5_20260612/slurm-2109245.out,0.0,9.7,1,0,6.9,1.7,1.1,1.05,0.50,45.80,0,,,,,,ok
2109260,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k5_20260612/slurm-2109260.out,0.0,65.6,7,0,49.5,2.2,0.4,1.02,1.40,320.96,0,,,,,,ok
2109285,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k5_20260612/slurm-2109285.out,0.0,95.3,10,5,96.1,3.4,0.7,1.04,3.27,460.30,0,,,,,,ok
2109294,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k5_20260612/slurm-2109294.out,0.0,9.8,1,31,66.5,3.5,0.2,1.01,0.10,48.70,0,,,,,,ok
2109384,full,qwen8,full_osl32k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k5_20260612_lowmbt/slurm-2109384.out,0.0,220.5,21,10,97.5,3.5,2.4,1.12,23.28,986.32,0,,,,,,ok
2102322,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260611/slurm-2102322.out,0.0,238.4,1,0,3.2,71.7,100.0,13.00,220.09,220.09,2,2,475.81,275.473,0.0,,ok
2109243,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k32_arctic_20260612/slurm-2109243.out,0.0,814.2,3,0,10.8,50.6,97.4,12.66,750.41,770.19,1,4,1089.84,120.268,0.0,,ok
2109258,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k32_arctic_20260612/slurm-2109258.out,0.0,31.4,1,0,4.4,50.8,15.7,1.94,15.24,96.82,1,8,344.42,761.122,0.0,,ok
2109284,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k32_arctic_20260612/slurm-2109284.out,0.0,87.7,1,0,5.7,51.4,56.4,5.09,70.43,124.82,1,16,1512.85,346.557,0.0,,ok
2109293,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612/slurm-2109293.out,0.0,27.4,1,0,32.6,3.5,14.0,1.54,9.67,68.91,0,,,,,,ok
2109383,full,qwen8,full_osl32k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl32k_bsweep_lyris_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k32_arctic_20260612_lowmbt/slurm-2109383.out,0.0,96.2,1,0,2.9,41.7,53.8,4.85,76.35,141.85,0,,,,,,ok
2102325,full,qwen30,full_osl64k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611/slurm-2102325.out,0.0,19.0,1,0,6.4,47.0,,,,,1,1,19.70,6652.984,0.0,,ok
2102327,full,qwen30,full_osl64k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl64k_lyris_pard_offset0_n2_isl4096_osl65536_bs1_k5_20260611/slurm-2102327.out,0.0,6.9,0,0,0.0,47.0,0.0,1.00,0.00,34.66,1,1,13.66,9597.323,0.0,,ok
2102326,full,qwen30,full_osl64k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl64k_lyris_suffix_offset0_n2_isl4096_osl65536_bs1_k32_arctic_20260611/slurm-2102326.out,0.0,9.6,1,0,6.4,47.0,9.9,1.40,2.69,27.34,1,1,36.70,3571.261,0.0,,ok
2102328,full,qwen8,full_osl64k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611/slurm-2102328.out,0.0,37.4,1,0,6.7,47.0,,,,,1,1,36.48,3592.901,0.0,,ok
2102331,full,qwen8,full_osl64k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl64k_lyris_eagle3_offset0_n2_isl4096_osl65536_bs1_k3_20260611/slurm-2102331.out,0.0,9.2,1,0,7.1,46.6,0.0,1.00,0.00,27.67,1,1,20.59,6365.911,0.0,,ok
2102330,full,qwen8,full_osl64k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl64k_lyris_pard2_offset0_n2_isl4096_osl65536_bs1_k5_20260611/slurm-2102330.out,0.0,9.0,1,0,12.0,47.0,0.0,1.00,0.00,44.97,1,1,12.92,10146.711,0.0,,ok
2102329,full,qwen8,full_osl64k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,2,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl64k_lyris_suffix_offset0_n2_isl4096_osl65536_bs1_k32_arctic_20260611/slurm-2102329.out,0.0,118.9,1,0,6.6,47.0,100.0,13.00,109.74,109.74,1,1,164.65,796.052,0.0,,ok
2102332,full,qwen30,full_osl128k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611/slurm-2102332.out,0.0,20.1,1,0,14.1,50.0,,,,,1,1,20.06,6533.175,0.0,,ok
2102334,full,qwen30,full_osl128k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl128k_lyris_pard_offset0_n1_isl4096_osl131072_bs1_k5_20260611/slurm-2102334.out,0.0,3.6,1,0,30.0,0.0,0.0,1.00,0.00,17.94,0,,,,,[2026-06-12T03:58:17.007] error: *** JOB 2102334 ON lyris0199 CANCELLED AT 2026-06-12T03:58:17 DUE TO TIME LIMIT ***,ok
2102333,full,qwen30,full_osl128k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_full_osl128k_lyris_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260611/slurm-2102333.out,0.0,45.8,1,0,14.1,50.0,100.0,13.00,42.27,42.27,1,1,79.70,1644.573,0.0,,ok
2102338,full,qwen8,full_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611/slurm-2102338.out,0.0,35.0,1,0,4.6,0.0,,,,,0,,,,,srun: error: lyris0200: task 0: Exited with exit code 1,ok
2103050,full,qwen8,full_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_flashattn_nodebug_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2103050.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_flashattn_nodebug_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2103050.out' for reading: No such file or directory
2102361,full,qwen8,full_osl128k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_eagle3_offset0_n1_isl4096_osl131072_bs1_k3_20260611/slurm-2102361.out,0.0,18.3,1,0,15.5,0.0,100.0,4.00,13.74,13.74,1,1,21.68,6044.900,0.0,,ok
2102349,full,qwen8,full_osl128k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_pard2_offset0_n1_isl4096_osl131072_bs1_k5_20260611/slurm-2102349.out,0.0,10.0,1,0,6.6,50.0,1.1,1.05,0.50,47.32,0,,,,,[2026-06-12T03:58:17.008] error: *** JOB 2102349 ON lyris0202 CANCELLED AT 2026-06-12T03:58:17 DUE TO TIME LIMIT ***,ok
2102341,full,qwen8,full_osl128k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260611/slurm-2102341.out,0.0,177.4,1,0,4.6,0.0,100.0,13.00,163.72,163.72,0,,,,,srun: error: lyris0201: task 0: Exited with exit code 1,ok
2103051,full,qwen8,full_osl128k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_flashattn_nodebug_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260612/slurm-2103051.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_full_osl128k_lyris_flashattn_nodebug_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260612/slurm-2103051.out' for reading: No such file or directory
2102212,verified,qwen30,verified_osl16k_qwen30_baseline,baseline,baseline,Qwen/Qwen3-30B-A3B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611/slurm-2102212.out,0.0,39.5,2,0,3.3,60.6,,,,,2,2,39.94,1640.953,0.0,,ok
2102214,verified,qwen30,verified_osl16k_qwen30_pard_k5,pard,pard_k5,Qwen/Qwen3-30B-A3B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl16k_lyris_pard_offset0_n4_isl4096_osl16384_bs1_2_k5_20260611/slurm-2102214.out,0.0,31.1,1,0,3.6,60.6,26.6,2.33,17.73,66.72,2,2,106.13,617.485,0.0,,ok
2102213,verified,qwen30,verified_osl16k_qwen30_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-30B-A3B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl16k_lyris_suffix_offset0_n4_isl4096_osl16384_bs1_2_k32_arctic_20260611/slurm-2102213.out,0.0,241.0,1,0,1.6,60.6,95.8,12.31,221.39,231.08,2,2,311.62,210.309,0.0,,ok
2102216,verified,qwen8,verified_osl16k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611/slurm-2102216.out,0.0,75.3,2,0,3.4,60.6,,,,,2,2,74.88,875.170,0.0,,ok
2102219,verified,qwen8,verified_osl16k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl16k_lyris_eagle3_offset0_n4_isl4096_osl16384_bs1_2_k3_20260611/slurm-2102219.out,0.0,78.2,1,0,1.8,58.6,55.9,2.68,48.95,87.63,2,2,177.97,368.247,0.0,,ok
2102218,verified,qwen8,verified_osl16k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl16k_lyris_pard2_offset0_n4_isl4096_osl16384_bs1_2_k5_20260611/slurm-2102218.out,0.0,17.9,1,0,3.1,60.6,0.9,1.05,0.80,85.59,1,2,53.08,1234.706,0.0,,ok
2102217,verified,qwen8,verified_osl16k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,4,4096,16384,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl16k_lyris_suffix_offset0_n4_isl4096_osl16384_bs1_2_k32_arctic_20260611/slurm-2102217.out,0.0,881.5,2,0,3.0,60.6,99.9,12.86,812.97,813.77,2,2,650.01,100.823,0.0,,ok
2109517,verified,qwen235b,verified_osl32k_qwen235b_baseline,baseline,baseline,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_baseline_offset0_n2_isl4096_osl32768_bs2_20260612/slurm-2109517.out,0.0,16.2,2,0,0.4,2.5,,,,,0,,,,,,ok
2109523,verified,qwen235b,verified_osl32k_qwen235b_baseline,baseline,baseline,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612/slurm-2109523.out,0.0,26.5,4,0,0.8,3.0,,,,,0,,,,,,ok
2109533,verified,qwen235b,verified_osl32k_qwen235b_baseline,baseline,baseline,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612/slurm-2109533.out,0.0,67.3,8,0,1.6,2.6,,,,,0,,,,,,ok
2109538,verified,qwen235b,verified_osl32k_qwen235b_baseline,baseline,baseline,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260612/slurm-2109538.out,0.0,134.3,16,0,3.2,3.5,,,,,0,,,,,,ok
2109543,verified,qwen235b,verified_osl32k_qwen235b_baseline,baseline,baseline,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260612/slurm-2109543.out,0.0,255.5,32,0,7.3,4.3,,,,,0,,,,,,ok
2109522,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k3_20260612/slurm-2109522.out,0.0,30.6,2,0,0.8,1.3,32.5,1.97,15.09,46.46,0,,,,,,ok
2109532,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k3_20260612/slurm-2109532.out,0.0,79.8,4,0,1.6,1.5,51.1,2.53,48.28,94.57,0,,,,,,ok
2109537,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k3_20260612/slurm-2109537.out,0.0,167.3,8,0,3.2,1.3,57.1,2.71,105.66,185.02,0,,,,,,ok
2109542,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k3_20260612/slurm-2109542.out,0.0,311.7,16,0,6.3,1.9,50.8,2.52,188.18,370.43,0,,,,,,ok
2109547,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612/slurm-2109547.out,0.0,682.3,32,0,18.2,2.3,57.4,2.72,431.69,751.95,0,,,,,,ok
2109521,verified,qwen235b,verified_osl32k_qwen235b_pard2_k1,pard2,pard2_k1,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k1_20260612/slurm-2109521.out,0.0,14.0,2,0,0.8,2.5,9.4,1.09,1.20,12.76,0,,,,,,ok
2109530,verified,qwen235b,verified_osl32k_qwen235b_pard2_k1,pard2,pard2_k1,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k1_20260612/slurm-2109530.out,0.0,32.5,4,0,1.5,3.0,17.8,1.18,4.89,27.57,0,,,,,,ok
2109536,verified,qwen235b,verified_osl32k_qwen235b_pard2_k1,pard2,pard2_k1,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k1_20260612/slurm-2109536.out,0.0,69.6,8,0,2.8,2.6,30.2,1.30,16.15,53.42,0,,,,,,ok
2109541,verified,qwen235b,verified_osl32k_qwen235b_pard2_k1,pard2,pard2_k1,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k1_20260612/slurm-2109541.out,0.0,149.1,16,0,6.1,3.5,35.9,1.36,39.36,109.73,0,,,,,,ok
2109546,verified,qwen235b,verified_osl32k_qwen235b_pard2_k1,pard2,pard2_k1,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k1_20260612/slurm-2109546.out,0.0,302.1,32,0,15.3,4.3,39.8,1.40,86.01,216.11,0,,,,,,ok
2109519,verified,qwen235b,verified_osl32k_qwen235b_pard_k5,pard,pard_k5,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k5_20260612/slurm-2109519.out,0.0,40.4,2,0,1.3,2.5,39.0,2.95,26.68,68.43,0,,,,,,ok
2109528,verified,qwen235b,verified_osl32k_qwen235b_pard_k5,pard,pard_k5,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k5_20260612/slurm-2109528.out,0.0,101.1,4,0,3.6,3.0,54.7,3.74,74.04,135.34,0,,,,,,ok
2109535,verified,qwen235b,verified_osl32k_qwen235b_pard_k5,pard,pard_k5,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k5_20260612/slurm-2109535.out,0.0,156.1,8,0,4.9,2.6,38.4,2.92,102.63,267.31,0,,,,,,ok
