job_id,temperature,model_group,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,tracker_file,manifest,queue_state,acct_state,exit_code,queue_elapsed,acct_elapsed,reason,node,queue_nodes,queue_name,acct_name
2133876,0.0,qwen32,baseline,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,1:0,,02:51:18,,lyris0054,,,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01
2133878,0.0,qwen32,suffix,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,2:0,,00:00:46,,lyris0015,,,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01
2133879,0.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,1:0,,01:11:06,,lyris0016,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2133880,0.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,1:0,,02:19:14,,lyris0017,,,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01
2133881,0.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,2:0,,00:00:46,,lyris0018,,,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01
2133882,0.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t00,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t00_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0287,,,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01
2133883,1.0,qwen235b,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0288,,,coreai_dlalgo_llm-specdec.baseline-qwen235b_swe_verified_osl32k_temp01
2133884,1.0,qwen235b,suffix,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0269,,,coreai_dlalgo_llm-specdec.suffix-qwen235b_swe_verified_osl32k_temp01
2133885,1.0,qwen235b,eagle3,Qwen/Qwen3-235B-A22B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen235b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen235b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0270,,,coreai_dlalgo_llm-specdec.eagle3-qwen235b_swe_verified_osl32k_temp01
2133887,1.0,qwen32,baseline,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0161,,,coreai_dlalgo_llm-specdec.baseline-qwen32_swe_verified_osl32k_temp01
2133888,1.0,qwen32,suffix,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0162,,,coreai_dlalgo_llm-specdec.suffix-qwen32_swe_verified_osl32k_temp01
2133889,1.0,qwen32,eagle3,Qwen/Qwen3-32B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen32_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen32_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0107,,,coreai_dlalgo_llm-specdec.eagle3-qwen32_swe_verified_osl32k_temp01
2133890,1.0,qwen30ba3b,baseline,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0108,,,coreai_dlalgo_llm-specdec.baseline-qwen30ba3b_swe_verified_osl32k_temp01
2133891,1.0,qwen30ba3b,suffix,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0089,,,coreai_dlalgo_llm-specdec.suffix-qwen30ba3b_swe_verified_osl32k_temp01
2133892,1.0,qwen30ba3b,eagle3,Qwen/Qwen3-30B-A3B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_qwen30ba3b_t10,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_swebench_osl32k_temp01_qwen30ba3b_t10_20260616_jobs.txt,latest_lyris_swebench_osl32k_temp01_core_matrix_20260616_jobs.csv,,FAILED,0:53,,00:00:17,,lyris0090,,,coreai_dlalgo_llm-specdec.eagle3-qwen30ba3b_swe_verified_osl32k_temp01
