job_id,domain,model_group,k,temperature,batch_size,method,isl,osl,logs_dir,source
3460310,math,qwen30ba3b,16,0.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460312,math,qwen30ba3b,16,0.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460313,math,qwen30ba3b,16,0.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460314,math,qwen30ba3b,16,1.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460315,math,qwen30ba3b,16,1.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460316,math,qwen30ba3b,16,1.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460317,math,qwen30ba3b,16,1.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460318,math,qwen30ba3b,16,1.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460319,math,qwen30ba3b,16,1.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen30ba3b_math500_osl32k_pard_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen30ba3b_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen30ba3b_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460244,math,qwen32,8,0.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460245,math,qwen32,8,0.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460247,math,qwen32,8,0.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460248,math,qwen32,8,0.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460249,math,qwen32,8,0.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460250,math,qwen32,8,0.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460251,math,qwen32,8,1.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460252,math,qwen32,8,1.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460253,math,qwen32,8,1.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460254,math,qwen32,8,1.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460255,math,qwen32,8,1.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460256,math,qwen32,8,1.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460320,math,qwen32,16,0.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460321,math,qwen32,16,0.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460322,math,qwen32,16,0.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460325,math,qwen32,16,0.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460327,math,qwen32,16,0.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460344,math,qwen32,16,0.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460346,math,qwen32,16,1.0,1,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460347,math,qwen32,16,1.0,2,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460348,math,qwen32,16,1.0,4,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460349,math,qwen32,16,1.0,8,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460351,math,qwen32,16,1.0,16,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460352,math,qwen32,16,1.0,32,pard,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen32_math500_osl32k_pard_t10_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen32_pard_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen32_pard_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460257,math,qwen8,8,0.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460258,math,qwen8,8,0.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460259,math,qwen8,8,0.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460260,math,qwen8,8,0.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460261,math,qwen8,8,0.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460265,math,qwen8,8,0.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460268,math,qwen8,8,1.0,1,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n1_isl4096_osl32768_bs1_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460269,math,qwen8,8,1.0,2,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n2_isl4096_osl32768_bs2_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460270,math,qwen8,8,1.0,4,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460271,math,qwen8,8,1.0,8,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460274,math,qwen8,8,1.0,16,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n16_isl4096_osl32768_bs16_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460279,math,qwen8,8,1.0,32,eagle3,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_eagle3_t10_offset0_n32_isl4096_osl32768_bs32_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_eagle3_k8,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_eagle3_k8_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460401,math,qwen8,16,0.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460402,math,qwen8,16,0.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460403,math,qwen8,16,0.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460404,math,qwen8,16,0.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460405,math,qwen8,16,0.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460406,math,qwen8,16,0.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
3460408,math,qwen8,16,1.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_extra_k_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n1_isl4096_osl32768_bs1_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16_qwen8_pard2_k16,tmp/qmath_extra_k_20260620/oci_qmath_qwen8_pard2_k16_20260620_qmath_extra_eagle3k8_pardk16_pard2k16.csv
