job_id,model,mode,method,num_speculative_tokens,max_steps,max_new_tokens,num_nodes,gpus_per_node,config,run_id,job_name,state,exit_code,elapsed,start,end,nnodes,nodelist,log_dir,manifest
2175022,qwen32,async1off,suffix,32,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-suffixk32-step20-osl4096-temp1.0-N8xG4,COMPLETED,0:0,02:56:40,2026-06-21T23:17:54,2026-06-22T02:14:34,8,lyris[0019-0026],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_async1off_suffix,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175023,qwen32,async1off,eagle3,3,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-eagle3k3-step20-osl4096-temp1.0-N8xG4,TIMEOUT,0:0,05:00:15,2026-06-21T23:32:32,2026-06-22T04:32:47,8,"lyris[0001-0004,0009-0012]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175024,qwen32,async1off,pard,5,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-pardk5-step20-osl4096-temp1.0-N8xG4,COMPLETED,0:0,01:33:16,2026-06-21T23:47:41,2026-06-22T01:20:57,8,"lyris[0027-0033,0035]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen32_async1off_pard,latest_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1_20260622_jobs.csv
2175047,qwen30ba3b,sync,pard2,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-pard2k5-step20-osl4096-temp1.0-N4xG4,FAILED,2:0,00:01:20,2026-06-21T22:52:40,2026-06-21T22:54:00,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_pard2,latest_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_step20_recipe_osl_temp1_20260622_jobs.csv
2175058,qwen30ba3b,sync,pard2,5,1,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_smoke1_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-pard2k5-step1-osl4096-temp1.0-N4xG4,FAILED,2:0,00:01:25,2026-06-21T22:31:48,2026-06-21T22:33:13,4,lyris[0253-0256],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_smoke1_recipe_osl_temp1/logs/qwen30ba3b_sync_pard2,latest_lyris_nemorl_qwen30_pr2879_retry_pard2_openaiharmony_smoke1_recipe_osl_temp1_20260622_jobs.csv
2175148,qwen30ba3b,sync,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_eagle3_retry_mlen8192_step20_osl4096_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k3-step20-osl4096-temp1.0-retrymlen8192a-N4xG4,FAILED,1:0,00:10:14,2026-06-21T22:55:12,2026-06-21T23:05:26,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_mlen8192_step20_osl4096_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_eagle3_retry_mlen8192_step20_osl4096_temp1_20260622_jobs.csv
2175184,qwen30ba3b,sync,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k3-step20-osl4096-temp1.0-vllm8192osl4096a-N4xG4,FAILED,1:0,00:08:52,2026-06-21T23:02:17,2026-06-21T23:11:09,4,lyris[0253-0256],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1_20260622_jobs.csv
2175185,qwen30ba3b,async1off,eagle3,3,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k3-step20-osl4096-temp1.0-vllm8192osl4096a-N4xG4,COMPLETED,0:0,00:10:41,2026-06-21T23:06:19,2026-06-21T23:17:00,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1_20260622_jobs.csv
2175411,qwen30ba3b,sync,pard,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-pardk16-step20-osl4096-temp1.0-pardk16a-N4xG4,FAILED,1:0,00:02:31,2026-06-21T23:52:44,2026-06-21T23:55:15,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_pard,latest_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1_20260622_jobs.csv
2175412,qwen30ba3b,async1off,pard,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-pardk16-step20-osl4096-temp1.0-pardk16a-N4xG4,FAILED,1:0,00:02:26,2026-06-21T23:55:45,2026-06-21T23:58:11,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_pard,latest_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1_20260622_jobs.csv
2175413,qwen32,sync,pard,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-pardk16-step20-osl4096-temp1.0-pardk16a-N4xG4,FAILED,1:0,00:02:12,2026-06-22T00:02:47,2026-06-22T00:04:59,4,"lyris[0013-0014,0017-0018]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1/logs/qwen32_sync_pard,latest_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1_20260622_jobs.csv
2175414,qwen32,async1off,pard,16,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-pardk16-step20-osl4096-temp1.0-pardk16a-N8xG4,FAILED,1:0,00:02:26,2026-06-22T00:34:55,2026-06-22T00:37:21,8,lyris[0279-0286],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1/logs/qwen32_async1off_pard,latest_lyris_nemorl_qwen30_qwen32_pardk16_step20_recipe_osl_temp1_20260622_jobs.csv
2175415,qwen30ba3b,sync,eagle3,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k5-step20-osl4096-temp1.0-eagle3k5a-N4xG4,FAILED,1:0,00:09:04,2026-06-21T23:58:16,2026-06-22T00:07:20,4,lyris[0005-0008],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1_20260622_jobs.csv
2175416,qwen30ba3b,async1off,eagle3,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k5-step20-osl4096-temp1.0-eagle3k5a-N4xG4,COMPLETED,0:0,00:10:06,2026-06-22T00:05:18,2026-06-22T00:15:24,4,lyris[0235-0238],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1_20260622_jobs.csv
2175417,qwen32,sync,eagle3,5,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-eagle3k5-step20-osl4096-temp1.0-eagle3k5a-N4xG4,FAILED,1:0,00:09:44,2026-06-22T00:07:48,2026-06-22T00:17:32,4,lyris[0005-0008],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1_20260622_jobs.csv
2175418,qwen32,async1off,eagle3,5,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-eagle3k5-step20-osl4096-temp1.0-eagle3k5a-N8xG4,COMPLETED,0:0,00:08:27,2026-06-22T00:37:25,2026-06-22T00:45:52,8,lyris[0245-0252],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1_20260622_jobs.csv
2175419,qwen30ba3b,sync,eagle3,7,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k7-step20-osl4096-temp1.0-eagle3k7a-N4xG4,FAILED,1:0,00:08:32,2026-06-22T00:12:49,2026-06-22T00:21:21,4,lyris[0013-0016],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1_20260622_jobs.csv
2175420,qwen30ba3b,async1off,eagle3,7,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k7-step20-osl4096-temp1.0-eagle3k7a-N4xG4,COMPLETED,0:0,00:09:57,2026-06-22T00:15:50,2026-06-22T00:25:47,4,"lyris[0235,0237,0239,0241]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1_20260622_jobs.csv
2175421,qwen32,sync,eagle3,7,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-eagle3k7-step20-osl4096-temp1.0-eagle3k7a-N4xG4,FAILED,1:0,00:10:15,2026-06-22T00:17:50,2026-06-22T00:28:05,4,"lyris[0113-0114,0117-0118]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1_20260622_jobs.csv
2175422,qwen32,async1off,eagle3,7,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-eagle3k7-step20-osl4096-temp1.0-eagle3k7a-N8xG4,COMPLETED,0:0,00:08:53,2026-06-22T00:37:55,2026-06-22T00:46:48,8,lyris[0279-0286],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1_20260622_jobs.csv
2175423,qwen30ba3b,sync,eagle3,9,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k9-step20-osl4096-temp1.0-eagle3k9a-N4xG4,FAILED,1:0,00:09:02,2026-06-22T00:18:20,2026-06-22T00:27:22,4,lyris[0005-0008],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1_20260622_jobs.csv
2175424,qwen30ba3b,async1off,eagle3,9,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k9-step20-osl4096-temp1.0-eagle3k9a-N4xG4,COMPLETED,0:0,00:10:23,2026-06-22T00:21:51,2026-06-22T00:32:14,4,lyris[0081-0084],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1_20260622_jobs.csv
2175425,qwen32,sync,eagle3,9,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-eagle3k9-step20-osl4096-temp1.0-eagle3k9a-N4xG4,FAILED,1:0,00:10:14,2026-06-22T00:23:52,2026-06-22T00:34:06,4,lyris[0279-0282],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1_20260622_jobs.csv
2175426,qwen32,async1off,eagle3,9,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-eagle3k9-step20-osl4096-temp1.0-eagle3k9a-N8xG4,COMPLETED,0:0,00:09:38,2026-06-22T00:41:26,2026-06-22T00:51:04,8,"lyris[0109-0112,0120-0121,0123-0124]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1_20260622_jobs.csv
2175427,qwen30ba3b,sync,eagle3,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-sync-eagle3k16-step20-osl4096-temp1.0-eagle3k16a-N4xG4,FAILED,1:0,00:08:54,2026-06-22T00:25:52,2026-06-22T00:34:46,4,lyris[0249-0252],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1_20260622_jobs.csv
2175428,qwen30ba3b,async1off,eagle3,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1,online-qwen30ba3b-perfcfg-async1off-eagle3k16-step20-osl4096-temp1.0-eagle3k16a-N4xG4,COMPLETED,0:0,00:10:35,2026-06-22T00:27:23,2026-06-22T00:37:58,4,"lyris[0235,0237,0239,0241]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1_20260622_jobs.csv
2175429,qwen32,sync,eagle3,16,20,4096,4,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1,online-qwen32-perfcfg-sync-eagle3k16-step20-osl4096-temp1.0-eagle3k16a-N4xG4,FAILED,1:0,00:12:53,2026-06-22T00:28:23,2026-06-22T00:41:16,4,lyris[0005-0008],/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1_20260622_jobs.csv
2175430,qwen32,async1off,eagle3,16,20,4096,8,4,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1,online-qwen32-perfcfg-async1off-eagle3k16-step20-osl4096-temp1.0-eagle3k16a-N8xG4,COMPLETED,0:0,00:12:13,2026-06-22T00:45:58,2026-06-22T00:58:11,8,"lyris[0005-0008,0015-0018]",/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3,latest_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1_20260622_jobs.csv
